firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
15.815215098130192,tungsten,SiC,D2O,31.192853168272194,SiC,Li4SiO4,Be12Ti,H2O,0.6013658904526541,0.7262577038311664,0.9632524718179173,0.3612401898276696,0.39591044729819935,0.07534022224720317,0.16750914062692787,0.2151873015528156,0.4855425982199699,0.2992701002272145
14.225117609725197,tungsten,SiC,D2O,447.77976549160525,SiC,Li4SiO4,Be,He,0.21349115840212374,0.19831960273301785,0.0862357788674436,0.2941342057856244,0.1662060414481781,0.4343387979893245,0.1053209547768729,0.10780964795714784,0.589350448931652,0.3028399031112003
18.56513017997806,tungsten,SiC,H2O,294.08509699560227,SiC,Li2TiO3,Be,He,0.9329234266326796,0.15704286236081033,0.5488215061430716,0.41934510546545245,0.19828845807950987,0.25156244413538215,0.1308039923196554,0.16658355081362855,0.6643509005481636,0.16906554863820794
15.086650003219148,tungsten,eurofer,He,30.55697135617752,SiC,Li4SiO4,Be12Ti,D2O,0.9907173327130686,0.09334114928146808,0.08054084239139425,0.6883444435024648,0.23156165016200156,0.05451450728430477,0.025579399051228913,0.1716446675332209,0.18807494789105242,0.6402803845757267
15.161518024942664,tungsten,SiC,H2O,248.8041825727108,eurofer,Li4SiO4,Be,He,0.720450371532045,0.18828567735291823,0.7014355675926,0.3852476472262504,0.2483279490519568,0.26870735010642754,0.09771705361536542,0.12790319033219258,0.03179740847575368,0.8402994011920537
2.481931604172749,tungsten,eurofer,H2O,132.4353543945841,eurofer,Li2TiO3,Be,D2O,0.7681702696385965,0.764646482661112,0.7427850213636872,0.0779706551570666,0.5267791402309686,0.048977374003276376,0.34627283060868835,0.7104898800711459,0.007837473502195031,0.281672646426659
7.166688344560665,tungsten,eurofer,He,459.71594446900446,SiC,Li2TiO3,Be12Ti,He,0.48323640180157157,0.5426795483506796,0.3490061310203493,0.1885227855771173,0.11494211710532527,0.605598980430651,0.09093611688690632,0.04879298584316574,0.09506076785535901,0.8561462463014753
4.299665107537964,tungsten,eurofer,D2O,328.46706511734055,eurofer,Li4SiO4,Be12Ti,He,0.6783571441381346,0.34249124808632203,0.4885216769278279,0.5014679998471977,0.2668501679586951,0.10294603893306337,0.12873579326104373,0.6646176141022551,0.08546395616463837,0.24991842973310657
13.549114906462625,tungsten,eurofer,He,419.1845360163381,eurofer,Li2TiO3,Be12Ti,He,0.8716002275706206,0.8078962232941271,0.7189710950626547,0.14537653956830024,0.4950749584641857,0.29064286381334276,0.06890563815417147,0.32073522709966223,0.5417633684227848,0.13750140447755288
6.800937265158662,tungsten,SiC,He,214.76107035604497,SiC,Li2TiO3,Be,He,0.3843083547097883,0.30058087282345936,0.2687533257809156,0.03406860632066171,0.11153107687266181,0.7318805175165964,0.12251979929007993,0.17326022909286634,0.4912093430701776,0.3355304278369559
13.229119213869637,tungsten,eurofer,He,181.91037710742393,SiC,Li2TiO3,Be12Ti,D2O,0.20197321854308914,0.12340769386227657,0.522343481789607,0.14469614249933666,0.23604388793736553,0.1242720497562034,0.49498791980709456,0.528304778473895,0.11300994897359995,0.3586852725525051
14.701947756535152,tungsten,SiC,H2O,442.3853064485384,eurofer,Li4SiO4,Be,D2O,0.5754198412475949,0.501815381745509,0.2838371547374028,0.08507045929268467,0.5930481623171471,0.09775090779181266,0.22413047059835572,0.39959078477711124,0.0874836159494092,0.5129255992734795
