firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
3.463274941568457,tungsten,eurofer,He,181.61325116920736,SiC,Li4SiO4,Be,He,0.8681467797810972,0.36970949336058156,0.5426347196265371,0.19937327900774265,0.25556210478557084,0.5289818970576678,0.016082719149018487,0.059880362733028714,0.7884746736558136,0.15164496361115778
13.831149559126754,tungsten,eurofer,He,46.39636021936022,eurofer,Li4SiO4,Be12Ti,D2O,0.7334759463800676,0.45597849950875347,0.5954849063335477,0.28126906198134705,0.35260487487216713,0.2641276032987854,0.10199845984770045,0.4977144232054012,0.27982704533435104,0.2224585314602478
1.6591976160381083,tungsten,SiC,H2O,410.3877045600785,SiC,Li2TiO3,Be,D2O,0.422281122811904,0.21158129714019736,0.0482586173132481,0.03391444337267261,0.6886153547213962,0.10946553176049915,0.168004670145432,0.42154011344010966,0.05301089849599541,0.5254489880638951
17.330916893629954,tungsten,SiC,H2O,27.92527182203325,SiC,Li4SiO4,Be,He,0.47415824959851094,0.5911085362188452,0.6783553223181588,0.7500931853753141,0.10925858892834103,0.09277331053838363,0.04787491515796113,0.521800199782578,0.4578655085679981,0.0203342916494238
14.230322281249496,tungsten,SiC,H2O,12.055407730663603,eurofer,Li4SiO4,Be,He,0.5631143641810911,0.7610277425998063,0.4660396039461655,0.1923089829532333,0.7013571171474146,0.05149620258438772,0.054837697314964476,0.172804124569756,0.09989264154037669,0.7273032338898673
14.614310873168348,tungsten,SiC,He,406.8069509118861,eurofer,Li2TiO3,Be12Ti,He,0.22671170131736507,0.9816003317663121,0.31751525086930854,0.671168730469068,0.1117782628046902,0.17236771250390998,0.04468529422233179,0.478463270327922,0.20673258836875102,0.31480414130332685
8.988363614174554,tungsten,SiC,D2O,4.796569915040017,eurofer,Li2TiO3,Be,H2O,0.030595582680734257,0.05806277916807989,0.3896792955841778,0.1534502645467774,0.34717328576499623,0.05035243395828532,0.4490240157299411,0.7683238992609989,0.10845281959740803,0.12322328114159314
18.015743643989154,tungsten,eurofer,H2O,42.12148649669778,eurofer,Li4SiO4,Be,He,0.6055435779644605,0.3887145241021026,0.9147610083696948,0.6771095892822828,0.18382648078332364,0.09772184411523534,0.0413420858191581,0.03208740937133389,0.6585755091038724,0.3093370815247937
13.49854261542985,tungsten,SiC,D2O,434.6129452001204,eurofer,Li4SiO4,Be12Ti,He,0.04110638936879896,0.11786511415402323,0.2704570391413209,0.15388037751563222,0.32256359134848145,0.5217838851262736,0.0017721460096127763,0.47127692344430544,0.25686139070932423,0.27186168584637044
3.0135485289032093,tungsten,eurofer,H2O,38.50603939835301,eurofer,Li2TiO3,Be,He,0.2129132850533213,0.2974754412029159,0.5430736326921658,0.5293102052638601,0.0033443285362627613,0.06848608529421808,0.39885938090565903,0.03192567884658497,0.8239390086880019,0.14413531246541308
3.391624158444013,tungsten,eurofer,H2O,402.8972132666101,SiC,Li2TiO3,Be12Ti,D2O,0.34426240339375347,0.6283423457105541,0.44108959898721656,0.07356739730737524,0.09204293958704249,0.11158399584306991,0.7228056672625124,0.1877761859177985,0.601095053416583,0.21112876066561856
11.496839680406366,tungsten,SiC,D2O,186.32631740666505,SiC,Li2TiO3,Be,D2O,0.22727555544287414,0.773624632099649,0.17574446214337835,0.2674626728154662,0.011422679399161013,0.23311068144439448,0.48800396634097837,0.7916093046365452,0.18498198173888297,0.023408713624571666
7.222781412782393,tungsten,eurofer,H2O,394.5034287677578,eurofer,Li4SiO4,Be,H2O,0.4178300734129523,0.2660047276635341,0.17197352942917732,0.16953170938237933,0.10332155022099013,0.2518466348971081,0.4753001054995224,0.3204291684122346,0.04058825629305467,0.6389825752947107
2.512266566275987,tungsten,SiC,He,138.31263479943973,eurofer,Li2TiO3,Be,He,0.6319002077197998,0.7287014568564654,0.18605178025084423,0.04240597417129234,0.1283115913328613,0.6405166064965494,0.18876582799929706,0.41490863522206445,0.08982082610935006,0.49527053866858545
6.370480815783283,tungsten,eurofer,He,362.8268893254991,SiC,Li2TiO3,Be,H2O,0.5989109565161993,0.28006554826999575,0.09661137090892657,0.31970130162467236,0.2814482882855513,0.0803224888268454,0.31852792126293084,0.24672134636694912,0.4095198515619245,0.34375880207112636
0.824445702757266,tungsten,eurofer,D2O,20.630578382313523,SiC,Li2TiO3,Be12Ti,H2O,0.7508654811423666,0.9910070611632227,0.007408006072730178,0.3361424954210703,0.10374079856962604,0.26504277073637966,0.29507393527292397,0.09149228703119171,0.8475074710239169,0.06100024194489145
