firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
0.6242179071314258,tungsten,eurofer,D2O,9.80888915821071,eurofer,Li4SiO4,Be12Ti,He,0.3574524976145562,0.08692258938416009,0.1928616417810043,0.26866731452719395,0.23957154992715282,0.16418827592426824,0.3275728596213848,0.008420710324738411,0.8249349282650249,0.16664436141023656
0.841386246124447,tungsten,SiC,He,318.6668050479062,eurofer,Li2TiO3,Be,H2O,0.6235939311726498,0.7484492219958521,0.01028773179795961,0.644442243694701,0.0679584961055277,0.2453515680757337,0.04224769212403778,0.2867318369979898,0.20757372726871004,0.5056944357333002
10.374186756982535,tungsten,SiC,He,370.34641795442263,SiC,Li2TiO3,Be12Ti,D2O,0.3329511540155249,0.6487945910112014,0.7596500879616033,0.013848565878321896,0.06948466272766071,0.2115846377025755,0.705082133691442,0.706956427803082,0.037786091495664836,0.2552574807012532
0.1949040541482039,tungsten,eurofer,D2O,491.99634875241657,eurofer,Li2TiO3,Be,H2O,0.3144870631876988,0.2799394291789761,0.4505701769775191,0.09772082629147329,0.5044320822175278,0.011608803591616602,0.38623828789938247,0.18272149289518125,0.6822548057610341,0.13502370134378447
8.210708864036125,tungsten,SiC,H2O,307.50098790849796,eurofer,Li2TiO3,Be,H2O,0.26079450185474884,0.9606631004345577,0.3929366051197145,0.01827057444324211,0.8124365260765833,0.12555943148872117,0.04373346799145317,0.36990751368586794,0.2427352462842372,0.3873572400298948
11.43913680398641,tungsten,SiC,He,462.24932058858155,SiC,Li4SiO4,Be,D2O,0.031095114991902317,0.727697177241368,0.4746894450886884,0.32068557430931977,0.0674902660339653,0.23260991874471793,0.3792142409119969,0.4314630714502416,7.538118557408727e-05,0.5684615473641844
10.36217970688699,tungsten,eurofer,He,188.2568768624439,eurofer,Li4SiO4,Be12Ti,D2O,0.24638776480545543,0.4224850239915885,0.05353917498354932,0.3336894064810057,0.20350655327957426,0.08069038383278355,0.3821136564066363,0.5190981439239349,0.3039779638673269,0.17692389220873816
6.216982342003834,tungsten,eurofer,He,329.41894315308923,SiC,Li2TiO3,Be12Ti,He,0.8397786437950776,0.8926435251964765,0.7480173614825242,0.10700969303406228,0.31374136855812323,0.12442413399037873,0.45482480441743584,0.04018446215707445,0.6997805503736889,0.2600349874692366
7.089621517936637,tungsten,eurofer,D2O,153.9799743240728,SiC,Li2TiO3,Be12Ti,He,0.21880141920237195,0.4721144310730232,0.38099541016666083,0.03696847978333738,0.5459144947767465,0.40751741938108255,0.009599606058833676,0.054826261171105464,0.7291910830276983,0.21598265580119622
1.9172200858217692,tungsten,eurofer,H2O,475.3308993221066,SiC,Li4SiO4,Be12Ti,He,0.5052674151131562,0.41749034213331326,0.6680502796917434,0.08438075223588476,0.34139164505178454,0.5251698885759776,0.04905771413635316,0.38883529372686937,0.24951235542558944,0.36165235084754127
14.895600491400778,tungsten,eurofer,D2O,38.272068908853484,SiC,Li2TiO3,Be,D2O,0.37933071418600917,0.41384702411692775,0.2927191416056987,0.32536459337427276,0.5153343159181644,0.00974996726304769,0.1495511234445151,0.17333447610761232,0.7262851652726969,0.10038035861969073
4.86826454349949,tungsten,eurofer,D2O,192.85619799672472,eurofer,Li2TiO3,Be,H2O,0.573277261859276,0.9856668231137761,0.8514868306996604,0.4281214104897826,0.002478079256766569,0.56337572552069,0.006024784732760856,0.10672583383382203,0.6984612361443652,0.19481293002181269
1.0120412343563068,tungsten,SiC,H2O,484.65331012685783,SiC,Li4SiO4,Be12Ti,H2O,0.9788313002333637,0.40753416495226413,0.9138111845245557,0.42954090680972234,0.03479805495998368,0.25023749396980244,0.2854235442604916,0.22820727436055732,0.43607165136671855,0.33572107427272424
8.508036995880435,tungsten,eurofer,H2O,155.7533407981893,SiC,Li2TiO3,Be12Ti,H2O,0.9632932728198237,0.8681101538133881,0.16109391224638658,0.22877066109663835,0.10401534499811296,0.6385347576636676,0.028679236241580874,0.3122282607691971,0.48315402835418714,0.2046177108766158
