firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
15.317956904751554,tungsten,SiC,H2O,103.1233178298489,eurofer,Li4SiO4,Be,D2O,0.16947206271065396,0.7304542395910255,0.16095724368144415,0.30082357393316606,0.23134863603941602,0.3872529110696739,0.08057487895774394,0.20167983427868663,0.1803307968638087,0.6179893688575046
2.274935192349783,tungsten,eurofer,He,248.57666779279575,eurofer,Li2TiO3,Be,H2O,0.9626910064660881,0.7652168752790421,0.48458347603226404,0.4741034593702529,0.018288394061488168,0.4977238972747278,0.009884249293531109,0.2570316676894841,0.016457057939044676,0.7265112743714713
13.298126110172221,tungsten,SiC,D2O,74.6197935756559,eurofer,Li4SiO4,Be,H2O,0.6267688569633869,0.16640153360299326,0.2208309568427932,0.18096470058065664,0.40554155782620893,0.02593789009639885,0.38755585149673566,0.5931771536397101,0.31949190795473337,0.08733093840555632
10.91955154412046,tungsten,SiC,D2O,119.6016556679384,SiC,Li2TiO3,Be,He,0.7524668446364944,0.4428880924796148,0.31441892119601555,0.005249598741482648,0.7377353885432268,0.01126208426274284,0.24575292845254781,0.3424391307578289,0.5343765132623861,0.12318435597978504
6.550041414135592,tungsten,SiC,D2O,207.5627339028716,eurofer,Li2TiO3,Be12Ti,D2O,0.005850166525435352,0.6670080774571243,0.7304425665129028,0.4696700958834498,0.12240229240964365,0.2582396594069306,0.1496879522999758,0.2802044569560676,0.5490870439095564,0.170708499134376
13.27643947415538,tungsten,eurofer,H2O,72.929745280629,SiC,Li4SiO4,Be12Ti,H2O,0.7359303898729677,0.9761389038968622,0.6998498583896017,0.027671899392945117,0.34473299223208326,0.27919065031492096,0.34840445806005055,0.010433562298206354,0.2737501137830411,0.7158163239187526
0.12039072627914482,tungsten,SiC,D2O,178.83729189436932,eurofer,Li2TiO3,Be12Ti,H2O,0.8441825963589954,0.39208062143505074,0.03896623039029257,0.18220164784424492,0.6264297622924598,0.02490559389903937,0.1664629959642559,0.04693741987010288,0.4757535544068918,0.4773090257230053
11.135002704749974,tungsten,SiC,He,300.0947841728286,SiC,Li4SiO4,Be,H2O,0.7349048003524642,0.4187778302665984,0.829344870809268,0.30692860775598524,0.2123012571957764,0.38745466356566055,0.09331547148257797,0.47542646415932943,0.025895561287951736,0.49867797455271873
2.1390259778448972,tungsten,SiC,H2O,180.73650546535004,SiC,Li2TiO3,Be,H2O,0.7687858357200731,0.20371555735815727,0.44216437705259526,0.26787111799216834,0.2846526349173026,0.31229916406342617,0.13517708302710288,0.43684287989624304,0.24724904643770632,0.31590807366605056
6.894660596959938,tungsten,SiC,He,186.93011546734044,eurofer,Li4SiO4,Be12Ti,D2O,0.32174190719209617,0.9158927766204431,0.49549834997382936,0.5138707541072937,0.23503255730913017,0.18991675522927326,0.061179933354302954,0.7684526394883766,0.023902540184280834,0.20764482032734258
2.2979337962309776,tungsten,SiC,D2O,121.21469681687763,eurofer,Li2TiO3,Be,He,0.932149366953432,0.7204230478871188,0.5155033113428602,0.16688384548941312,0.45072443277060364,0.2430370845046614,0.13935463723532177,0.07420918853415182,0.3873787805433305,0.5384120309225178
16.431519779523196,tungsten,SiC,He,177.34643080223228,SiC,Li2TiO3,Be,D2O,0.2039131050557117,0.5017230858238182,0.0784257204627804,0.4519086088273577,0.11234080140400027,0.19526516145778114,0.24048542831086084,0.16905713836643227,0.5415967337726467,0.289346127860921
12.85451275118233,tungsten,eurofer,He,164.4962727917494,eurofer,Li4SiO4,Be12Ti,He,0.45878331698574315,0.4600825320544989,0.1560725202224531,0.08449810321117045,0.24519164523159942,0.3096448957581279,0.36066535579910214,0.14653787330509888,0.27362675225029576,0.5798353744446052
