firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
1.9701916226765626,tungsten,SiC,H2O,92.63799225573221,eurofer,Li4SiO4,Be12Ti,D2O,0.40360173798268917,0.6254671558432895,0.4691456074219962,0.09230341870851083,0.32385885909582995,0.15619464441407824,0.4276430777815809,0.17434706338934586,0.04357415467636805,0.7820787819342861
3.5917415652912,tungsten,eurofer,H2O,354.4917253924055,SiC,Li2TiO3,Be,H2O,0.7693807517955367,0.08752249620788455,0.7782159547587537,0.565703931385036,0.04594282272464183,0.1322591736276501,0.2560940722626721,0.10537392061749562,0.758388253173086,0.13623782620941838
2.6887044218249567,tungsten,SiC,D2O,213.2176679603019,eurofer,Li2TiO3,Be,D2O,0.47524610654874366,0.9997508787307536,0.5153142235692836,0.019362339664618096,0.3436044059332898,0.2059827590403665,0.4310504953617255,0.5335078620361686,0.013849700012930514,0.452642437950901
15.316990531668523,tungsten,SiC,D2O,479.2152806489817,eurofer,Li4SiO4,Be,D2O,0.00973685443390604,0.029685747515355465,0.3753505456491337,0.25346734583771935,0.0024934934067430393,0.3427913851040889,0.4012477756514486,0.3464945240139217,0.5975666707183329,0.0559388052677453
5.4909185178277164,tungsten,eurofer,He,421.80988456716943,eurofer,Li4SiO4,Be12Ti,He,0.640230764367579,0.9933017429881931,0.09059350802370081,0.08123265566362717,0.47148916081350134,0.1789293071960678,0.2683488763268037,0.22771654973072725,0.523882043481961,0.24840140678731185
2.8664049529448232,tungsten,SiC,H2O,253.7650326301434,eurofer,Li2TiO3,Be12Ti,He,0.9864388372722231,0.7390834270042302,0.6439065567261443,0.1020028803970249,0.02420925011350115,0.7342051638253821,0.1395827056640919,0.26887976536075353,0.125163338074369,0.6059568965648774
9.204171199821316,tungsten,eurofer,He,137.92052840669706,SiC,Li4SiO4,Be,D2O,0.7344754925251767,0.24673554400271858,0.7234418636324551,0.6374370631210419,0.12348262184536447,0.044559249152069866,0.19452106588152404,0.7902482065819748,0.16917852207810033,0.040573271339924936
7.910378719690221,tungsten,SiC,H2O,469.0620700117168,SiC,Li2TiO3,Be,H2O,0.12454111768403564,0.6074527000865748,0.37054042458872816,0.17989604434103978,0.07756211897305187,0.15202330495731753,0.5905185317285908,0.717872550725888,0.023319100797630814,0.2588083484764812
16.021565084187554,tungsten,eurofer,D2O,80.94013466607281,SiC,Li2TiO3,Be,He,0.4000323172170601,0.5152560980040812,0.3213590774019621,0.19785448439210493,0.29808318716716653,0.4551564363833935,0.04890589205733506,0.2487677795998726,0.4837039730317907,0.2675282473683368
5.302765246957328,tungsten,eurofer,D2O,202.7526477128126,SiC,Li2TiO3,Be12Ti,H2O,0.636555635039068,0.7801865508033043,0.15825434037274133,0.07761298530672682,0.8517285420303126,0.0011214668132559268,0.0695370058497047,0.4418884566804477,0.31489494758458847,0.24321659573496382
