firstwall_thickness,firstwall_armour_material,firstwall_structural_material,firstwall_coolant_material,blanket_thickness,blanket_structural_material,blanket_breeder_material,blanket_multiplier_material,blanket_coolant_material,blanket_breeder_li6_enrichment_fraction,blanket_breeder_packing_fraction,blanket_multiplier_packing_fraction,blanket_multiplier_fraction,blanket_breeder_fraction,blanket_structural_fraction,blanket_coolant_fraction,firstwall_armour_fraction,firstwall_structural_fraction,firstwall_coolant_fraction
6.5533533195206335,tungsten,eurofer,D2O,339.81130750696326,eurofer,Li2TiO3,Be,He,0.5039227102703877,0.7144268635786696,0.6128250514583189,0.24252410202827307,0.2540099201293418,0.4292372445580676,0.07422873328431755,0.2589642725055705,0.025121687823552556,0.715914039670877
0.1793922042215912,tungsten,eurofer,He,344.40922081289114,SiC,Li2TiO3,Be12Ti,D2O,0.3107730218756669,0.9901568595546844,0.7577959753071039,0.49301923998886243,0.1571741538474279,0.20685367529230952,0.14295293087140018,0.09611010312142516,0.3278586398338226,0.5760312570447522
6.238073676767046,tungsten,eurofer,H2O,11.166280373817838,eurofer,Li4SiO4,Be12Ti,He,0.41442206533320636,0.6930678704583899,0.9663839182700336,0.22444037806688236,0.33645673393563147,0.3445916705663607,0.09451121743112535,0.2786038930254962,0.49316323593656125,0.2282328710379425
7.2534931316743645,tungsten,SiC,He,413.29417019999084,eurofer,Li2TiO3,Be,He,0.417008642320699,0.27678419775912677,0.15290853104389734,0.3256772857303391,0.007218042329511631,0.539407410031887,0.12769726190826242,0.47285352463432884,0.06720131262653452,0.45994516273913677
10.90517206969235,tungsten,eurofer,H2O,179.9149970812196,eurofer,Li4SiO4,Be,D2O,0.46914409500188203,0.9187626847387306,0.018884090548594745,0.14337598175845276,0.23182646553137937,0.29016180789293133,0.33463574481723635,0.450720105316808,0.23149436203603319,0.31778553264715886
13.734595360659842,tungsten,eurofer,D2O,215.24621652047986,SiC,Li4SiO4,Be12Ti,H2O,0.8216364097774753,0.24473666748007095,0.11295306385378678,0.11303808902833146,0.37480656180391764,0.0519215200801404,0.46023382908761057,0.9737047844413604,0.003812257275533565,0.022482958283105918
16.369886085846726,tungsten,eurofer,D2O,274.61594934086406,eurofer,Li4SiO4,Be12Ti,He,0.20668835711620837,0.35277666865278734,0.3063600356998628,0.23292994692889193,0.7074776710648903,0.050240888035970745,0.009351493970247158,0.23679269605160833,0.3996556047160065,0.3635516992323853
4.3395340240781195,tungsten,SiC,H2O,205.11074902644384,eurofer,Li2TiO3,Be,D2O,0.04048355242265389,0.7740417482607204,0.4119876935024608,0.22776069232529583,0.033860660620405804,0.19367295720888744,0.544705689845411,0.11180610776033358,0.09564422029551682,0.7925496719441495
17.27587584085414,tungsten,eurofer,D2O,92.16581364736764,eurofer,Li2TiO3,Be,H2O,0.33424901097622217,0.9723621653334342,0.8154741352405823,0.5256584043630215,0.3337208464212997,0.04618399833362695,0.09443675088205185,0.40618028575408055,0.3418308496560771,0.25198886458984254
14.02201033877417,tungsten,eurofer,He,123.91984004470163,eurofer,Li4SiO4,Be12Ti,He,0.3721373782277845,0.5926393796193283,0.7758974204039718,0.11932687341122224,0.01662243425712707,0.583044185739177,0.2810065065924735,0.1510264460585925,0.05851063914095514,0.7904629148004523
17.924359939039928,tungsten,eurofer,H2O,52.934483947991936,SiC,Li4SiO4,Be12Ti,He,0.29875705093022287,0.1440426558085115,0.3576788342809236,0.4074365750490405,0.039370832940123446,0.4092567296282417,0.14393586238259445,0.5737288086484997,0.29938965986257327,0.12688153148892709
4.413636559557652,tungsten,eurofer,He,268.41379140701883,eurofer,Li4SiO4,Be,He,0.9668118407799315,0.9980316725754335,0.5448850048928233,0.28515322698027806,0.22835754417392987,0.38083717435478265,0.10565205449100921,0.20419734190852787,0.07195700730852796,0.7238456507829443
8.055302782169447,tungsten,eurofer,H2O,127.25984493434106,SiC,Li2TiO3,Be12Ti,D2O,0.2799961833020307,0.5683659926179737,0.7936587750708015,0.050548262443598745,0.15642939245915785,0.787957660553953,0.005064684543290356,0.47951247306197886,0.4652735561747234,0.05521397076329778
18.89060104530133,tungsten,SiC,He,352.8325439103859,eurofer,Li2TiO3,Be12Ti,H2O,0.36705024939769826,0.7205852570426493,0.7049490675855358,0.13163003466454834,0.016122296643069786,0.8484131091747892,0.00383455951759271,0.0037499341950054657,0.2185394708816727,0.7777105949233217
6.458657208140286,tungsten,eurofer,He,214.4098866216167,SiC,Li4SiO4,Be12Ti,H2O,0.6262399217156723,0.9914881370083823,0.25131037341544316,0.5262874296569933,0.21246896068491214,0.019344524583584065,0.24189908507451047,0.4742650201107772,0.3750824130300149,0.15065256685920783
0.47334470653572325,tungsten,eurofer,D2O,280.19835966730886,SiC,Li4SiO4,Be12Ti,D2O,0.33044282888847376,0.5105340771172878,0.3388086702204097,0.030483703530893524,0.6565740003296199,0.3078269735239475,0.005115322615539156,0.0037912147988672933,0.8199442642715767,0.17626452092955602
11.385451294147412,tungsten,eurofer,D2O,67.45854061717488,eurofer,Li4SiO4,Be12Ti,He,0.8970844435114058,0.4548330167804322,0.38768037828695334,0.11110066947932186,0.018683408590635543,0.23930361256588392,0.6309123093641587,0.7838065480861302,0.10007151786617223,0.1161219340476977
14.357321350619,tungsten,SiC,D2O,31.97473788234484,eurofer,Li4SiO4,Be12Ti,H2O,0.6289068659985739,0.8325662866223047,0.8520340151027017,0.5926412623027008,0.059125888631091965,0.13722054014155446,0.21101230892465292,0.03591477333130825,0.1840608343717216,0.7800243922969701
12.287891689372435,tungsten,SiC,H2O,183.51582625864316,eurofer,Li2TiO3,Be,H2O,0.4186074164301685,0.01219223204279618,0.7826682504642084,0.2991285180735832,0.397584969814151,0.011049057523615406,0.29223745458865036,0.608803828415507,0.31728335061273855,0.07391282097175456
1.8342758462150566,tungsten,eurofer,D2O,114.73282295630437,eurofer,Li4SiO4,Be,D2O,0.2923766355101214,0.17216877818285792,0.0008566746224022426,0.2152644157547072,0.22307225076385315,0.22818403069337326,0.3334793027880664,0.0866934680011761,0.19923146518373727,0.7140750668150867
19.38788500766243,tungsten,SiC,He,475.1457825928054,eurofer,Li2TiO3,Be,D2O,0.6369000175682024,0.36067798156507225,0.06031409561659107,0.06455916780428902,0.6760713495088092,0.06521615844720981,0.19415332423969214,0.365818251055188,0.6149739321900175,0.01920781675479449
13.064985326403512,tungsten,SiC,He,365.87767424471394,eurofer,Li2TiO3,Be12Ti,D2O,0.48819672592411656,0.7620980822905343,0.36527035505598016,0.3058890273010675,0.33185030590947556,0.14200612621751488,0.2202545405719421,0.20732961882958445,0.23065450205903482,0.5620158791113806
11.495390903803756,tungsten,eurofer,He,432.95244229514947,eurofer,Li4SiO4,Be,D2O,0.8301788450872927,0.2796114321128109,0.6896539365362355,0.13232228889565753,0.25535507411595504,0.08573489147048773,0.5265877455178997,0.11119983083213351,0.2693237184601115,0.6194764507077549
17.215004274008816,tungsten,eurofer,D2O,337.76950118065446,eurofer,Li2TiO3,Be,H2O,0.7946399905483953,0.9482931202308469,0.03439994367133814,0.04608393909512783,0.12897017259023763,0.7910542863518546,0.03389160196278008,0.13769733007415802,0.08780553252058776,0.7744971374052543
15.82189744473407,tungsten,SiC,He,353.71833365067306,eurofer,Li2TiO3,Be,H2O,0.15936209142901425,0.4665794363720984,0.7446134706958192,0.23397703085754085,0.061744003447349684,0.5065808407588375,0.19769812493627198,0.2971224804502879,0.25007887023987807,0.45279864930983404
16.566294020924573,tungsten,SiC,H2O,352.1638048788217,eurofer,Li4SiO4,Be12Ti,H2O,0.2084699168867482,0.9511745500965619,0.4736298284684871,0.06342845573167327,0.6338247501706727,0.2923994687069518,0.010347325390702204,0.7143035935467457,0.0854778350184449,0.20021857143480948
5.792371727493388,tungsten,eurofer,He,166.16458664455013,eurofer,Li4SiO4,Be,D2O,0.48056891660247214,0.10518478784868934,0.8481787169163841,0.4086718924627009,0.2784973236839521,0.01558187721160941,0.29724890664173764,0.07892887964450926,0.48773560915222314,0.4333355112032676
9.133838660022384,tungsten,SiC,He,28.887904922565877,eurofer,Li4SiO4,Be12Ti,D2O,0.8248033815041641,0.5243721984883455,0.8738662611366702,0.5120795848199288,0.03622917545852474,0.2198263115559161,0.2318649281656303,0.10119660809620504,0.49392983133456503,0.40487356056922996
9.66799982244991,tungsten,SiC,D2O,492.38994864683605,SiC,Li2TiO3,Be,D2O,0.024607379615172786,0.9582210337784831,0.9043166994915129,0.11077653039470066,0.18996580679751499,0.014276407028669866,0.6849812557791146,0.08930808778892467,0.16744802083408764,0.7432438913769877
2.4136835838032566,tungsten,SiC,D2O,226.8389048299035,eurofer,Li4SiO4,Be12Ti,D2O,0.23492611643171557,0.045965496740914547,0.33791294650900816,0.1785340904735196,0.1487088355018629,0.4598925114224346,0.21286456260218306,0.254053042860294,0.5344466708283871,0.21150028631131887
15.381044938138643,tungsten,SiC,D2O,242.54736838196823,SiC,Li2TiO3,Be12Ti,H2O,0.3457540199044019,0.2704521496108673,0.7789381732374018,0.205161691887401,0.12017034227095595,0.4854289145214922,0.1892390513201507,0.5127328313485254,0.17326593468148752,0.314001233969987
1.4770632229331437,tungsten,eurofer,D2O,391.7713308201769,SiC,Li4SiO4,Be12Ti,D2O,0.366840262511857,0.12965652344493983,0.8859453892575787,0.05144317222025135,0.06703196839047443,0.6328663511173287,0.24865850827194555,0.8574392124232504,0.055481887331752126,0.08707890024499752
6.001709216470754,tungsten,eurofer,H2O,172.41412584182302,eurofer,Li2TiO3,Be12Ti,He,0.44111223514417397,0.30086355645296015,0.784896808081117,0.4423963625342219,0.30642923285702095,0.005193486840850193,0.24598091776790698,0.01638801764790454,0.04415805695209051,0.9394539254000049
